2025-11-04 18:53:27,387 | WARNING | logger.py:390 | [TO_DO]  stderr:         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-11-04 20:43:49 | WARNING | logger.py:390 | [TO_DO]  stderr:     if child.dispatch('on_touch_down', touch):
2025-11-04 20:43:49 | WARNING | logger.py:390 | [TO_DO]  stderr:        ~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^
2025-11-04 20:43:49 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "kivy\\_event.pyx", line 731, in kivy._event.EventDispatcher.dispatch
2025-11-04 20:43:49 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\uix\widget.py", line 589, in on_touch_down
2025-11-04 20:43:49 | WARNING | logger.py:390 | [TO_DO]  stderr:     if child.dispatch('on_touch_down', touch):
2025-11-04 20:43:49 | WARNING | logger.py:390 | [TO_DO]  stderr:        ~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^
2025-11-04 20:43:49 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "kivy\\_event.pyx", line 731, in kivy._event.EventDispatcher.dispatch
2025-11-04 20:43:49 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\uix\behaviors\button.py", line 151, in on_touch_down
2025-11-04 20:43:49 | WARNING | logger.py:390 | [TO_DO]  stderr:     self.dispatch('on_press')
2025-11-04 20:43:49 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~^^^^^^^^^^^^
2025-11-04 20:43:49 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "kivy\\_event.pyx", line 727, in kivy._event.EventDispatcher.dispatch
2025-11-04 20:43:49 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "kivy\\_event.pyx", line 1307, in kivy._event.EventObservers.dispatch
2025-11-04 20:43:49 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "kivy\\_event.pyx", line 1191, in kivy._event.EventObservers._dispatch
2025-11-04 20:43:49 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\lang\builder.py", line 60, in custom_callback
2025-11-04 20:43:49 | WARNING | logger.py:390 | [TO_DO]  stderr:     exec(__kvlang__.co_value, idmap)
2025-11-04 20:43:49 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-11-04 20:43:49 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\kv\components\dropdown.kv", line 18, in <module>
2025-11-04 20:43:49 | WARNING | logger.py:390 | [TO_DO]  stderr:     root.root_screen.change_lang() if app.config.get_param("app", "language") == "en" else ""
2025-11-04 20:43:49 | WARNING | logger.py:390 | [TO_DO]  stderr:     ^^^^^^^^^^^^^^
2025-11-04 20:43:49 | WARNING | logger.py:390 | [TO_DO]  stderr: TypeError: SettingsScreen.change_lang() missing 1 required positional argument: 'lang'
2025-11-04 20:45:15 | WARNING | config_logger.py:43 | [TO_DO]  Application started with mode: debug
2025-11-04 20:45:18 | DEBUG | main_menu.py:63 | [TO_DO]  Init MainMenu
2025-11-04 20:45:20 | DEBUG | setting.py:38 | [TO_DO]  load settings screen
2025-11-04 20:45:23 | DEBUG | setting.py:46 | [TO_DO]  Change language on-en
2025-11-04 20:45:36 | DEBUG | setting.py:46 | [TO_DO]  Change language on-ru
2025-11-04 20:45:47 | DEBUG | setting.py:46 | [TO_DO]  Change language on-en
2025-11-04 20:45:54 | INFO | base.py:616 | [TO_DO]  Base: Leaving application in progress...
2025-11-04 20:46:51 | WARNING | config_logger.py:43 | [TO_DO]  Application started with mode: debug
2025-11-04 20:46:54 | DEBUG | main_menu.py:63 | [TO_DO]  Init MainMenu
2025-11-04 20:46:56 | DEBUG | setting.py:38 | [TO_DO]  load settings screen
2025-11-04 20:47:00 | DEBUG | setting.py:46 | [TO_DO]  Change language on-ru
2025-11-04 20:47:06 | DEBUG | setting.py:46 | [TO_DO]  Change language on-en
2025-11-04 20:47:14 | DEBUG | setting.py:46 | [TO_DO]  Change language on-ru
2025-11-04 20:47:16 | INFO | base.py:616 | [TO_DO]  Base: Leaving application in progress...
2025-11-04 21:14:07 | WARNING | config_logger.py:43 | [TO_DO]  Application started with mode: debug
2025-11-04 21:14:09 | DEBUG | main_menu.py:63 | [TO_DO]  Init MainMenu
2025-11-04 21:14:11 | DEBUG | setting.py:38 | [TO_DO]  load settings screen
2025-11-04 21:14:15 | DEBUG | setting.py:46 | [TO_DO]  Change language on-en
2025-11-04 21:14:18 | DEBUG | setting.py:46 | [TO_DO]  Change language on-ru
2025-11-04 21:14:33 | DEBUG | main_menu.py:63 | [TO_DO]  Init MainMenu
2025-11-04 21:14:35 | DEBUG | main_menu.py:102 | [TO_DO]  Open confirmation popup
2025-11-04 21:14:37 | INFO | base.py:616 | [TO_DO]  Base: Leaving application in progress...
2025-11-04 21:19:27 | WARNING | config_logger.py:43 | [TO_DO]  Application started with mode: debug
2025-11-04 21:19:29 | DEBUG | main_menu.py:63 | [TO_DO]  Init MainMenu
2025-11-04 21:19:31 | DEBUG | setting.py:38 | [TO_DO]  load settings screen
2025-11-04 21:19:34 | INFO | base.py:616 | [TO_DO]  Base: Leaving application in progress...
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr: Traceback (most recent call last):
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\main.py", line 71, in <module>
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:     TO_DOApp().run()
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~^^
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\app.py", line 956, in run
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:     runTouchApp()
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~^^
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\base.py", line 574, in runTouchApp
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:     EventLoop.mainloop()
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~~~~~^^
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\base.py", line 339, in mainloop
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:     self.idle()
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~^^
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\base.py", line 383, in idle
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:     self.dispatch_input()
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~~~~~~^^
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\base.py", line 334, in dispatch_input
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:     post_dispatch_input(*pop(0))
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\base.py", line 263, in post_dispatch_input
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:     listener.dispatch('on_motion', etype, me)
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "kivy\\_event.pyx", line 731, in kivy._event.EventDispatcher.dispatch
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\core\window\__init__.py", line 1713, in on_motion
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:     self.dispatch('on_touch_up', me)
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "kivy\\_event.pyx", line 731, in kivy._event.EventDispatcher.dispatch
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\core\window\__init__.py", line 1750, in on_touch_up
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:     if w.dispatch('on_touch_up', touch):
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:        ~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "kivy\\_event.pyx", line 731, in kivy._event.EventDispatcher.dispatch
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\uix\dropdown.py", line 319, in on_touch_up
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:     super(DropDown, self).on_touch_up(touch)
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\uix\scrollview.py", line 972, in on_touch_up
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:     if self.dispatch('on_scroll_stop', touch):
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:        ~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "kivy\\_event.pyx", line 731, in kivy._event.EventDispatcher.dispatch
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\uix\scrollview.py", line 1009, in on_scroll_stop
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:     self.simulate_touch_down(touch)
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\uix\scrollview.py", line 672, in simulate_touch_down
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:     ret = super(ScrollView, self).on_touch_down(touch)
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\uix\widget.py", line 589, in on_touch_down
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:     if child.dispatch('on_touch_down', touch):
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:        ~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "kivy\\_event.pyx", line 731, in kivy._event.EventDispatcher.dispatch
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\uix\widget.py", line 589, in on_touch_down
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:     if child.dispatch('on_touch_down', touch):
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:        ~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "kivy\\_event.pyx", line 731, in kivy._event.EventDispatcher.dispatch
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\uix\widget.py", line 589, in on_touch_down
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:     if child.dispatch('on_touch_down', touch):
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:        ~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "kivy\\_event.pyx", line 731, in kivy._event.EventDispatcher.dispatch
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\uix\behaviors\button.py", line 151, in on_touch_down
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:     self.dispatch('on_press')
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~^^^^^^^^^^^^
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "kivy\\_event.pyx", line 727, in kivy._event.EventDispatcher.dispatch
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "kivy\\_event.pyx", line 1307, in kivy._event.EventObservers.dispatch
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "kivy\\_event.pyx", line 1191, in kivy._event.EventObservers._dispatch
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\lang\builder.py", line 60, in custom_callback
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:     exec(__kvlang__.co_value, idmap)
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\kv\components\dropdown.kv", line 52, in <module>
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:     root.root_screen.change_theme("light")
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr:     ^^^^^^^^^^^^^
2025-11-04 21:19:34 | WARNING | logger.py:390 | [TO_DO]  stderr: AttributeError: 'SettingsScreen' object has no attribute 'change_theme'
2025-11-04 21:21:03 | WARNING | config_logger.py:43 | [TO_DO]  Application started with mode: debug
2025-11-04 21:21:05 | DEBUG | main_menu.py:63 | [TO_DO]  Init MainMenu
2025-11-04 21:21:07 | DEBUG | setting.py:38 | [TO_DO]  load settings screen
2025-11-04 21:21:09 | DEBUG | setting.py:60 | [TO_DO]  Change language on-light
2025-11-04 21:21:09 | INFO | base.py:616 | [TO_DO]  Base: Leaving application in progress...
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr: Traceback (most recent call last):
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\main.py", line 71, in <module>
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:     TO_DOApp().run()
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~^^
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\app.py", line 956, in run
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:     runTouchApp()
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~^^
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\base.py", line 574, in runTouchApp
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:     EventLoop.mainloop()
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~~~~~^^
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\base.py", line 339, in mainloop
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:     self.idle()
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~^^
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\base.py", line 383, in idle
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:     self.dispatch_input()
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~~~~~~^^
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\base.py", line 334, in dispatch_input
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:     post_dispatch_input(*pop(0))
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\base.py", line 263, in post_dispatch_input
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:     listener.dispatch('on_motion', etype, me)
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "kivy\\_event.pyx", line 731, in kivy._event.EventDispatcher.dispatch
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\core\window\__init__.py", line 1713, in on_motion
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:     self.dispatch('on_touch_up', me)
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "kivy\\_event.pyx", line 731, in kivy._event.EventDispatcher.dispatch
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\core\window\__init__.py", line 1750, in on_touch_up
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:     if w.dispatch('on_touch_up', touch):
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:        ~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "kivy\\_event.pyx", line 731, in kivy._event.EventDispatcher.dispatch
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\uix\dropdown.py", line 319, in on_touch_up
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:     super(DropDown, self).on_touch_up(touch)
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\uix\scrollview.py", line 972, in on_touch_up
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:     if self.dispatch('on_scroll_stop', touch):
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:        ~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "kivy\\_event.pyx", line 731, in kivy._event.EventDispatcher.dispatch
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\uix\scrollview.py", line 1009, in on_scroll_stop
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:     self.simulate_touch_down(touch)
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\uix\scrollview.py", line 672, in simulate_touch_down
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:     ret = super(ScrollView, self).on_touch_down(touch)
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\uix\widget.py", line 589, in on_touch_down
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:     if child.dispatch('on_touch_down', touch):
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:        ~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "kivy\\_event.pyx", line 731, in kivy._event.EventDispatcher.dispatch
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\uix\widget.py", line 589, in on_touch_down
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:     if child.dispatch('on_touch_down', touch):
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:        ~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "kivy\\_event.pyx", line 731, in kivy._event.EventDispatcher.dispatch
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\uix\widget.py", line 589, in on_touch_down
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:     if child.dispatch('on_touch_down', touch):
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:        ~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "kivy\\_event.pyx", line 731, in kivy._event.EventDispatcher.dispatch
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\uix\behaviors\button.py", line 151, in on_touch_down
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:     self.dispatch('on_press')
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~^^^^^^^^^^^^
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "kivy\\_event.pyx", line 727, in kivy._event.EventDispatcher.dispatch
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "kivy\\_event.pyx", line 1307, in kivy._event.EventObservers.dispatch
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "kivy\\_event.pyx", line 1191, in kivy._event.EventObservers._dispatch
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\lang\builder.py", line 60, in custom_callback
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:     exec(__kvlang__.co_value, idmap)
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\kv\components\dropdown.kv", line 52, in <module>
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:     root.root_screen._change_theme("light")
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:     ^^^^^^^^^^^^^^^^^^^^^^^
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\screens\setting.py", line 61, in _change_theme
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:     dropdown = self.ids.ddl_open.dropdown_theme
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "kivy\\weakproxy.pyx", line 32, in kivy.weakproxy.WeakProxy.__getattr__
2025-11-04 21:21:09 | WARNING | logger.py:390 | [TO_DO]  stderr: AttributeError: 'Button_1' object has no attribute 'dropdown_theme'
2025-11-04 21:23:09 | WARNING | config_logger.py:43 | [TO_DO]  Application started with mode: debug
2025-11-04 21:23:11 | DEBUG | main_menu.py:63 | [TO_DO]  Init MainMenu
2025-11-04 21:23:13 | DEBUG | setting.py:38 | [TO_DO]  load settings screen
2025-11-04 21:23:15 | DEBUG | setting.py:60 | [TO_DO]  Change language on-light
2025-11-04 21:23:19 | DEBUG | setting.py:60 | [TO_DO]  Change language on-light
2025-11-04 21:23:23 | DEBUG | setting.py:60 | [TO_DO]  Change language on-dark
2025-11-04 21:23:28 | INFO | base.py:616 | [TO_DO]  Base: Leaving application in progress...
2025-11-04 21:24:56 | WARNING | config_logger.py:43 | [TO_DO]  Application started with mode: debug
2025-11-04 21:24:58 | DEBUG | main_menu.py:63 | [TO_DO]  Init MainMenu
2025-11-04 21:25:00 | DEBUG | setting.py:38 | [TO_DO]  load settings screen
2025-11-04 21:25:04 | DEBUG | setting.py:60 | [TO_DO]  Change Theme on - light
2025-11-04 21:25:06 | DEBUG | setting.py:60 | [TO_DO]  Change Theme on - dark
2025-11-04 21:25:11 | INFO | base.py:616 | [TO_DO]  Base: Leaving application in progress...
2025-11-04 21:25:18 | WARNING | config_logger.py:43 | [TO_DO]  Application started with mode: debug
2025-11-04 21:25:20 | DEBUG | main_menu.py:63 | [TO_DO]  Init MainMenu
2025-11-04 21:25:23 | DEBUG | setting.py:38 | [TO_DO]  load settings screen
